# object imagename zpt
2017jmk wfc3.f350lp.ut170921_0002.drz.fits 35.02971391456069
2017jmk wfc3.f350lp.ut170928_0005.drz.fits 35.029693720733434
2017jmk wfc3.f350lp.ut171010_0007.drz.fits 35.0296617618488
2017jmk wfc3.f350lp.ut171019_0010.drz.fits 35.02963725093957
2017jmk wfc3.f350lp.ut171028_0012.drz.fits 35.02961338027956
2017jmk wfc3.f350lp.ut171110_0014.drz.fits 35.02957602823463
2017jmk wfc3.f350lp.ut171121_0017.drz.fits 35.02954697212478
2017jmk wfc3.f350lp.ut171203_0019.drz.fits 35.029513891240654
2017jmk wfc3.f350lp.ut171216_0021.drz.fits 35.02947849622798
2017jmk wfc3.f350lp.ut171223_0024.drz.fits 35.0294588490525
2017jmk wfc3.f350lp.ut171230_0026.drz.fits 35.02943945250827
2017jmk wfc3.f555w.ut170928_0006.drz.fits 33.35875240881973
2017jmk wfc3.f555w.ut171019_0011.drz.fits 33.358642328339805
2017jmk wfc3.f555w.ut171110_0015.drz.fits 33.35852286337501
2017jmk wfc3.f555w.ut171203_0020.drz.fits 33.358401485960215
2017jmk wfc3.f555w.ut171216_0022.drz.fits 33.358332225218234
2017jmk wfc3.f555w.ut171223_0025.drz.fits 33.35829406659602
2017jmk wfc3.f814w.ut170921_0003.drz.fits 32.68393402234044
2017jmk wfc3.f814w.ut171010_0008.drz.fits 32.6838722571765
2017jmk wfc3.f814w.ut171028_0013.drz.fits 32.68381487617853
2017jmk wfc3.f814w.ut171121_0018.drz.fits 32.68373638618276
2017jmk wfc3.f814w.ut171216_0023.drz.fits 33.26553543095436
2017jmk wfc3.f814w.ut171230_0027.drz.fits 32.68360914821747
2018aoq wfc3.f160w.ut151207_0015.drz.fits 33.546884806621996
2018aoq wfc3.f160w.ut151228_0021.drz.fits 33.546884806621996
2018aoq wfc3.f160w.ut160105_0025.drz.fits 33.546884806621996
2018aoq wfc3.f350lp.ut151207_0014.drz.fits 34.51539351780386
2018aoq wfc3.f350lp.ut151214_0016.drz.fits 34.5153728172045
2018aoq wfc3.f350lp.ut151221_0018.drz.fits 34.515353182646734
2018aoq wfc3.f350lp.ut151228_0020.drz.fits 34.51533462800254
2018aoq wfc3.f350lp.ut160103_0022.drz.fits 34.51532019683183
2018aoq wfc3.f350lp.ut160105_0024.drz.fits 34.5153127514814
2018aoq wfc3.f350lp.ut160112_0026.drz.fits 34.51529547205757
2018aoq wfc3.f350lp.ut160118_0028.drz.fits 34.51527710644182
2018aoq wfc3.f350lp.ut160127_0029.drz.fits 34.515253162658475
2018aoq wfc3.f350lp.ut160205_0031.drz.fits 34.5152290313692
2018aoq wfc3.f350lp.ut160211_0032.drz.fits 34.51521283967923
2018aoq wfc3.f350lp.ut160218_0034.drz.fits 34.51519278321097
2018aoq wfc3.f547m.ut100703_0013.drz.fits 33.15811201157316
2018aoq wfc3.f555w.ut151214_0017.drz.fits 33.40047760491911
2018aoq wfc3.f555w.ut160103_0023.drz.fits 33.400372082136684
2018aoq wfc3.f555w.ut160127_0030.drz.fits 33.4002375876632
2018aoq wfc3.f555w.ut201205_0036.drz.fits 32.915326780331974
2018aoq wfc3.f814w.ut160112_0027.drz.fits 32.72416575109966
2018aoq wfc3.f814w.ut160211_0033.drz.fits 32.724063934614676
2018aoq wfc3.f814w.ut201205_0035.drz.fits 32.345010518088145
2018aoq wfpc2.f218w.ut950122_0006.drz.fits 26.789188301783366
2018aoq wfpc2.f336w.ut950122_0005.drz.fits 27.95580359898935
2018aoq wfpc2.f375n.ut950122_0004.drz.fits 24.198357979145214
2018aoq wfpc2.f390n.ut980405_0009.drz.fits 25.299244543995165
2018aoq wfpc2.f450w.ut071031_0012.drz.fits 29.19562530534335
2018aoq wfpc2.f547m.ut941201_0001.drz.fits 28.20041713056553
2018aoq wfpc2.f547m.ut950122_0003.drz.fits 28.640645278204733
2018aoq wfpc2.f656n.ut980405_0011.drz.fits 25.207073820828075
2018aoq wfpc2.f658n.ut950122_0002.drz.fits 25.795418347010305
2018aoq wfpc2.f658n.ut980405_0008.drz.fits 24.964322197221293
2018aoq wfpc2.f673n.ut980405_0010.drz.fits 26.703322065132237
2018aoq wfpc2.f791w.ut950122_0007.drz.fits 28.895606076402608
2018bbl wfpc2.f606w.ut970404_0001.drz.fits 29.200217225143547
2018cdc acs.f606w.ut171008_0002.drz.fits 33.59426957049696
2018cdc wfc3.f606w.ut211009_0004.drz.fits 33.1871700698816
2018cdc wfc3.f814w.ut211009_0003.drz.fits 32.34398497000805
2018ivc acs.f550m.ut030108_0006.drz.fits 31.813719554658963
2018ivc acs.f658n.ut031026_0008.drz.fits 29.87506416649912
2018ivc acs.f814w.ut031026_0007.drz.fits 31.9030583245849
2018ivc wfc3.f555w.ut190701_0010.drz.fits 33.10081997817924
2018ivc wfc3.f555w.ut201202_0013.drz.fits 32.915347353771914
2018ivc wfc3.f814w.ut201202_0012.drz.fits 32.345023185672716
2018ivc wfpc2.f160bw.ut951120_0002.drz.fits 25.80034132716296
2018ivc wfpc2.f450w.ut070816_0009.drz.fits 29.19562530534335
2018ivc wfpc2.f487n.ut951120_0003.drz.fits 26.51918291195377
2018ivc wfpc2.f606w.ut010630_0005.drz.fits 29.881148032622306
2018ivc wfpc2.f606w.ut941203_0001.drz.fits 30.510677965106805
2018ivc wfpc2.f673n.ut951120_0004.drz.fits 27.143550212771437
2019eez wfc3.f555w.ut211003_0006.drz.fits 32.91369958006785
2019eez wfc3.f814w.ut211003_0005.drz.fits 32.344006885067614
2019eez wfpc2.f336w.ut960525_0001.drz.fits 28.87213246004038
2019eez wfpc2.f439w.ut960525_0002.drz.fits 29.030140140469562
2019eez wfpc2.f555w.ut960525_0004.drz.fits 29.6207955300189
2019mhm wfc3.f300x.ut210405_0004.drz.fits 32.08342393701108
2019mhm wfc3.f814w.ut210405_0003.drz.fits 32.344607236552406
2019mhm wfpc2.f814w.ut000622_0001.drz.fits 28.36738510316261
2020dpw acs.f658n.ut031024_0004.drz.fits 29.87507881219135
2020dpw acs.f814w.ut031024_0003.drz.fits 31.9030701759493
2020dpw acs.f814w.ut190522_0011.drz.fits 34.410875205911765
2020dpw wfc3.f110w.ut160305_0007.drz.fits 33.00623165748126
2020dpw wfc3.f555w.ut151125_0006.drz.fits 32.925246154799815
2020dpw wfc3.f555w.ut161015_0010.drz.fits 32.92347728636165
2020dpw wfc3.f555w.ut201213_0013.drz.fits 32.91528299415322
2020dpw wfc3.f555w.ut220217_0015.drz.fits 32.91295978298277
2020dpw wfc3.f814w.ut151125_0005.drz.fits 32.35108008861752
2020dpw wfc3.f814w.ut161015_0009.drz.fits 32.34999296462586
2020dpw wfc3.f814w.ut201213_0012.drz.fits 32.34498353734132
2020dpw wfc3.f814w.ut220217_0014.drz.fits 32.34355051394058
2020dpw wfpc2.f606w.ut001118_0002.drz.fits 29.881148032622306
2020dpw wfpc2.f814w.ut001030_0001.drz.fits 29.217255257398488
2021acna wfc3.f160w.ut150419_0002.drz.fits 33.546884806621996
2021acna wfc3.f160w.ut150429_0004.drz.fits 33.546884806621996
2021acna wfc3.f160w.ut150508_0006.drz.fits 33.546884806621996
2021acna wfc3.f160w.ut150516_0008.drz.fits 33.546884806621996
2021acna wfc3.f160w.ut150522_0010.drz.fits 33.546884806621996
2021acna wfc3.f160w.ut150527_0012.drz.fits 33.546884806621996
2021acna wfc3.f350lp.ut150419_0001.drz.fits 34.58803276468456
2021acna wfc3.f350lp.ut150429_0003.drz.fits 34.588005494078494
2021acna wfc3.f350lp.ut150508_0005.drz.fits 34.587980935089995
2021acna wfc3.f350lp.ut150522_0009.drz.fits 34.58794198611938
2021acna wfc3.f350lp.ut150527_0011.drz.fits 34.58792884316065
2021acna wfc3.f350lp.ut150531_0013.drz.fits 34.58791698257835
2021acna wfc3.f350lp.ut150607_0015.drz.fits 34.587899568244886
2021acna wfc3.f350lp.ut150612_0017.drz.fits 34.587885666246386
2021acna wfc3.f350lp.ut150618_0019.drz.fits 34.5878699875143
2021acna wfc3.f350lp.ut150627_0021.drz.fits 34.587844588448796
2021acna wfc3.f350lp.ut150708_0023.drz.fits 34.58781503011984
2021acna wfc3.f555w.ut150607_0016.drz.fits 33.377564249652444
2021acna wfc3.f555w.ut150618_0020.drz.fits 33.3775058095331
2021acna wfc3.f555w.ut150708_0024.drz.fits 33.37739603033116
2021acna wfc3.f814w.ut150531_0014.drz.fits 32.7049961216863
2021acna wfc3.f814w.ut150612_0018.drz.fits 32.70495871397208
2021acna wfc3.f814w.ut150627_0022.drz.fits 32.70490939104465
2021gmj acs.f625w.ut031021_0007.drz.fits 31.662966648171007
2021gmj acs.f658n.ut031021_0008.drz.fits 30.20665913319249
2021gmj wfc3.f625w.ut211226_0010.drz.fits 32.63201172844586
2021gmj wfc3.f814w.ut211226_0009.drz.fits 32.34372488311319
2021gmj wfpc2.f300w.ut000912_0006.drz.fits 28.9663868208995
2021gmj wfpc2.f439w.ut970313_0004.drz.fits 27.72294327726872
2021gmj wfpc2.f606w.ut940605_0001.drz.fits 30.510677965106805
2021gmj wfpc2.f814w.ut000912_0005.drz.fits 28.14194352728989
2021gmj wfpc2.f814w.ut970313_0003.drz.fits 28.433207449968485
2021qvr wfc3.f160w.ut190525_0003.drz.fits 33.640876303001335
2021qvr wfc3.f160w.ut190608_0006.drz.fits 33.640876303001335
2021qvr wfc3.f160w.ut190624_0008.drz.fits 33.640876303001335
2021qvr wfc3.f160w.ut190704_0011.drz.fits 33.640876303001335
2021qvr wfc3.f160w.ut190716_0014.drz.fits 33.640876303001335
2021qvr wfc3.f160w.ut190727_0017.drz.fits 33.640876303001335
2021qvr wfc3.f160w.ut190806_0020.drz.fits 33.640876303001335
2021qvr wfc3.f160w.ut190816_0023.drz.fits 33.640876303001335
2021qvr wfc3.f160w.ut190824_0026.drz.fits 33.640876303001335
2021qvr wfc3.f160w.ut190831_0028.drz.fits 33.640876303001335
2021qvr wfc3.f160w.ut190907_0031.drz.fits 33.640876303001335
2021qvr wfc3.f350lp.ut190525_0001.drz.fits 35.31699288252945
2021qvr wfc3.f350lp.ut190608_0004.drz.fits 34.99072612390213
2021qvr wfc3.f350lp.ut190624_0007.drz.fits 34.92697861057789
2021qvr wfc3.f350lp.ut190704_0009.drz.fits 34.99264935680864
2021qvr wfc3.f350lp.ut190727_0015.drz.fits 34.99059291185283
2021qvr wfc3.f350lp.ut190806_0018.drz.fits 34.99255928238655
2021qvr wfc3.f350lp.ut190816_0021.drz.fits 35.31676890095363
2021qvr wfc3.f350lp.ut190824_0024.drz.fits 34.99051866232405
2021qvr wfc3.f350lp.ut190831_0027.drz.fits 34.926795174462626
2021qvr wfc3.f350lp.ut190907_0029.drz.fits 34.99047949871498
2021qvr wfc3.f555w.ut190608_0005.drz.fits 33.785403441168064
2021qvr wfc3.f555w.ut190727_0016.drz.fits 33.78513910387319
2021qvr wfc3.f555w.ut190816_0022.drz.fits 33.32606775248338
2021qvr wfc3.f555w.ut190824_0025.drz.fits 33.35401129470976
2021qvr wfc3.f555w.ut211219_0033.drz.fits 32.913283624746306
2021qvr wfc3.f814w.ut190525_0002.drz.fits 32.65294087327171
2021qvr wfc3.f814w.ut190704_0010.drz.fits 33.112464549001864
2021qvr wfc3.f814w.ut190716_0013.drz.fits 32.65277004722309
2021qvr wfc3.f814w.ut190806_0019.drz.fits 33.11235359042903
2021qvr wfc3.f814w.ut190907_0030.drz.fits 33.1115600948892
2021qvr wfc3.f814w.ut211219_0032.drz.fits 32.34375025993248
2021sjt acs.f658n.ut031024_0007.drz.fits 29.87507881219135
2021sjt acs.f814w.ut031024_0006.drz.fits 31.9030701759493
2021sjt acs.f814w.ut190522_0016.drz.fits 34.410875205911765
2021sjt wfc3.f110w.ut160305_0010.drz.fits 33.00623165748126
2021sjt wfc3.f128n.ut160305_0011.drz.fits 31.09431893786569
2021sjt wfc3.f555w.ut151125_0009.drz.fits 32.925246154799815
2021sjt wfc3.f555w.ut161015_0013.drz.fits 32.92347728636165
2021sjt wfc3.f555w.ut171110_0015.drz.fits 32.921356888910225
2021sjt wfc3.f555w.ut201213_0018.drz.fits 32.91528299415322
2021sjt wfc3.f555w.ut220217_0020.drz.fits 32.91295978298277
2021sjt wfc3.f814w.ut151125_0008.drz.fits 32.35108008861752
2021sjt wfc3.f814w.ut161015_0012.drz.fits 32.34999296462586
2021sjt wfc3.f814w.ut171110_0014.drz.fits 32.34869563901094
2021sjt wfc3.f814w.ut201213_0017.drz.fits 32.34498353734132
2021sjt wfc3.f814w.ut220217_0019.drz.fits 32.34355051394058
2021sjt wfpc2.f218w.ut940716_0001.drz.fits 26.555634088877778
2021sjt wfpc2.f547m.ut940716_0002.drz.fits 28.640645278204733
2021sjt wfpc2.f814w.ut001030_0003.drz.fits 29.217255257398488
2021sjt wfpc2.f814w.ut010425_0004.drz.fits 29.217255257398488
2021vaz acs.f606w.ut200321_0005.drz.fits 33.716442163912475
2021vaz wfc3.f606w.ut220104_0007.drz.fits 33.186612602738236
2021vaz wfc3.f814w.ut220104_0006.drz.fits 32.343695253746574
2021vaz wfpc2.f547m.ut010714_0004.drz.fits 29.94457987350194
2021vaz wfpc2.f547m.ut940828_0002.drz.fits 28.640645278204733
2021vaz wfpc2.f606w.ut010222_0003.drz.fits 29.881148032622306
2022aau acs.f330w.ut020719_0004.drz.fits 31.77998644812278
2022aau acs.f435w.ut050801_0005.drz.fits 34.146113927087
2022aau acs.f550m.ut050801_0006.drz.fits 33.33343755144769
2022aau acs.f658n.ut050801_0008.drz.fits 31.228767188158823
2022aau acs.f814w.ut050801_0007.drz.fits 34.41971522125763
2022aau wfc3.f336w.ut190625_0009.drz.fits 33.173718823069805
2022aau wfc3.f336w.ut201127_0014.drz.fits 31.81525580025278
2022aau wfc3.f555w.ut190626_0011.drz.fits 33.73027133640824
2022aau wfc3.f555w.ut201122_0012.drz.fits 34.33051709303499
2022aau wfc3.f814w.ut201127_0013.drz.fits 32.345039431887336
2022aau wfpc2.f450w.ut010821_0002.drz.fits 28.594794917067425
2022aau wfpc2.f606w.ut001230_0001.drz.fits 29.881148032622306
2022aau wfpc2.f814w.ut010821_0003.drz.fits 28.76140473656678
ASASSN14ha acs.f435w.ut130523_0007.drz.fits 33.321959891900704
ASASSN14ha acs.f555w.ut130523_0008.drz.fits 32.919385417086204
ASASSN14ha acs.f625w.ut130523_0010.drz.fits 33.21269776996305
ASASSN14ha acs.f814w.ut130523_0009.drz.fits 33.6761155213916
ASASSN14ha wfc3.f160w.ut180406_0021.drz.fits 32.8774188615588
ASASSN14ha wfc3.f275w.ut130903_0011.drz.fits 32.60114940392471
ASASSN14ha wfc3.f336w.ut130903_0012.drz.fits 32.31146322725538
ASASSN14ha wfc3.f438w.ut130903_0013.drz.fits 32.291385909141326
ASASSN14ha wfc3.f475w.ut180405_0020.drz.fits 32.97016927905829
ASASSN14ha wfc3.f547m.ut150706_0016.drz.fits 33.19771582550013
ASASSN14ha wfc3.f555w.ut130903_0014.drz.fits 33.44660592815291
ASASSN14ha wfc3.f814w.ut130903_0015.drz.fits 32.61149685370535
ASASSN14ha wfc3.f814w.ut170802_0017.drz.fits 32.34902153114325
ASASSN14ha wfc3.f814w.ut180405_0019.drz.fits 31.78090554705367
ASASSN14ha wfpc2.f336w.ut090310_0003.drz.fits 29.728189162095894
ASASSN14ha wfpc2.f439w.ut090310_0002.drz.fits 28.915746414067875
ASASSN14ha wfpc2.f555w.ut090311_0005.drz.fits 29.517313817123338
ASASSN14ha wfpc2.f606w.ut940801_0001.drz.fits 30.510677965106805
ASASSN14ha wfpc2.f658n.ut090311_0004.drz.fits 26.597353481659653
ASASSN14ha wfpc2.f814w.ut090311_0006.drz.fits 29.049888283321955
